ID,x,y,Gmag,e_Gmag,VI,BV,UB,VIerr,BVerr,UBerr,Plx,pmRA,pmDE,e_Plx,e_pmRA,e_pmDE,MP,sel
163,1087.31,1461.05,15.8014,0.0007,0.822,0.686,0.016,0.009,0.008,0.022,0.4968,-2.813,1.664,0.0469,0.074,0.065,0.752,1
183,1145.94,1525.59,15.9247,0.0006,0.808,0.631,0.057,0.01,0.009,0.026,0.2424,-5.801,1.235,0.0463,0.073,0.067,0.745,1
300,874.686,1227.34,16.5279,0.0008,0.958,0.907,0.428,0.013,0.012,0.064,0.5281,-3.306,0.422,0.0618,0.093,0.083,0.699,1
253,850.498,1221.35,16.3357,0.0007,1.057,0.938,0.458,0.012,0.013,0.072,0.9297,-19.606,19.767,0.0517,0.093,0.089,0.694,1
315,870.006,1276.51,16.694,0.0008,0.743,0.629,0.03,0.014,0.011,0.041,0.102,-5.331,3.217,0.066,0.106,0.092,0.685,1
15,1285.72,1423.2,12.8776,0.0002,0.51,0.445,0.059,0.008,0.007,0.005,0.611,-4.89,0.637,0.0313,0.054,0.05,0.793,0
66,1097.01,1582.66,14.684,0.0006,1.198,1.121,0.656,0.017,0.023,0.044,0.1825,-5.098,3.335,0.0284,0.045,0.041,0.739,0
223,1113.79,1539.41,16.1986,0.0007,0.817,0.696,-0.003,0.012,0.011,0.026,0.3572,-6.18,2.831,0.0579,0.094,0.084,0.709,0
239,1147.65,1565.89,16.2653,0.0007,0.89,0.793,0.326,0.012,0.013,0.046,0.489,-8.771,4.476,0.0531,0.083,0.075,0.708,0
265,1146.1,1402.52,16.4164,0.0007,0.917,0.777,0.132,0.012,0.012,0.046,0.2922,-4.338,2.256,0.0578,0.094,0.081,0.702,0
247,1160.92,1399.91,16.3403,0.0009,0.785,0.62,0.016,0.013,0.011,0.044,0.2497,-4.714,2.71,0.0679,0.111,0.096,0.686,0
354,1312.98,1480.45,16.8102,0.0008,0.841,0.662,-0.04,0.015,0.013,0.043,0.186,-5.077,2.159,0.0688,0.111,0.098,0.673,0
376,1160.1,1508.04,16.8682,0.0009,0.937,0.8,0.028,0.014,0.014,0.062,0.2424,-2.128,1.035,0.0769,0.119,0.106,0.657,0
83,830.941,1364.42,14.8565,0.0009,1.23,1.059,0.872,0.006,0.006,0.038,1.0838,-9.238,0.837,0.2634,0.454,0.376,0.635,0
497,888.256,1300.18,17.4364,0.0012,0.915,0.789,0.035,0.03,0.029,0.093,0.4773,-6.748,7.884,0.0978,0.18,0.141,0.539,0
102,1031.79,1362.83,15.2807,0.006,0.776,0.679,0.012,0.009,0.008,0.017,nan,nan,nan,nan,nan,nan,0.529,0
210,1000.07,1170.57,16.3771,0.0025,1.063,0.98,0.425,0.042,0.042,0.061,0.7064,-7.998,-1.355,0.156,0.234,0.221,0.477,0
73,860.14,1468.0,14.8129,0.0003,0.813,0.679,-0.073,0.009,0.007,0.012,0.8632,-16.328,6.925,0.0275,0.043,0.037,0.795,0
78,1076.03,1335.89,14.6609,0.0005,1.607,1.514,nan,0.009,0.007,nan,0.0613,-4.011,1.396,0.027,0.045,0.036,0.77,-1
377,1166.32,1397.59,16.903,0.0016,0.895,0.711,nan,0.017,0.016,nan,0.162,-9.155,5.018,0.0936,0.155,0.137,0.59,-1
238,927.969,1655.86,16.2498,0.0008,1.212,1.128,nan,0.013,0.015,nan,0.1993,-5.063,4.22,0.0549,0.086,0.073,0.68,-1
246,1139.38,1631.41,16.2631,0.0007,1.136,1.077,nan,0.012,0.013,nan,0.8924,-6.055,1.799,0.0564,0.087,0.081,0.69,-1
342,1263.95,1580.47,16.8788,0.0054,0.982,0.901,nan,0.032,0.028,nan,0.0251,-2.386,8.641,0.3116,0.522,0.474,0.4,-1
417,1047.15,1422.37,17.1343,0.0011,0.496,0.666,nan,0.039,0.051,nan,0.1172,-4.841,2.845,0.0917,0.158,0.122,0.53,-1
349,1302.64,1332.53,16.7217,0.0007,1.138,1.027,nan,0.014,0.013,nan,0.7497,-7.109,2.067,0.0653,0.116,0.096,0.66,-1
369,1167.59,1362.81,16.8785,0.0008,0.784,0.668,nan,0.017,0.016,nan,-0.054,-5.273,2.008,0.0717,0.115,0.102,0.63,-1
343,1240.75,1382.24,16.7335,0.0007,1.18,1.062,nan,0.014,0.016,nan,0.163,-4.817,1.89,0.0675,0.109,0.094,0.65,-1
409,1191.42,1273.62,16.9993,0.0008,0.926,0.805,nan,0.018,0.017,nan,0.3569,-10.301,4.683,0.079,0.128,0.108,0.62,-1
414,752.771,1332.43,17.0108,0.0008,0.928,0.859,nan,0.018,0.017,nan,0.6028,-3.447,5.659,0.0751,0.131,0.101,0.62,-1
449,846.157,1560.5,17.0942,0.0007,0.773,0.912,nan,0.074,0.079,nan,0.1844,-6.363,3.267,0.0801,0.127,0.106,0.54,-1
410,850.928,1585.85,16.9859,0.0008,1.058,1.01,nan,0.018,0.02,nan,0.6214,-10.46,3.572,0.0739,0.116,0.099,0.63,-1
493,962.067,1546.09,17.2625,0.001,0.779,0.654,nan,0.021,0.021,nan,0.2062,-5.443,3.261,0.0866,0.14,0.119,0.59,-1
444,1127.79,1644.73,17.0478,0.0009,1.297,1.066,nan,0.018,0.021,nan,0.5707,-11.23,3.416,0.0812,0.127,0.118,0.6,-1
536,912.64,1673.49,17.4027,0.001,0.771,0.625,nan,0.024,0.02,nan,0.2362,-4.902,2.531,0.1002,0.168,0.162,0.55,-1
580,982.114,1129.39,17.4833,0.0011,0.977,0.928,nan,0.024,0.023,nan,0.3605,-8.268,5.616,0.0998,0.162,0.158,0.56,-1
589,1158.47,1165.12,17.5358,0.0011,0.845,0.693,nan,0.028,0.024,nan,0.1862,-4.848,3.186,0.1033,0.162,0.154,0.61,-1
595,1254.35,1545.96,17.5338,0.0013,0.82,0.626,nan,0.025,0.022,nan,0.1579,-3.921,2.98,0.1055,0.17,0.148,0.62,-1
600,827.253,1236.48,17.5399,0.0011,0.94,0.982,nan,0.024,0.025,nan,0.3411,-6.051,3.891,0.0951,0.164,0.147,0.55,-1
611,1153.89,1623.96,17.6829,0.0015,1.174,0.977,nan,0.04,0.043,nan,-0.0441,-5.191,3.066,0.1168,0.19,0.164,0.49,-1
659,735.171,1488.83,17.651,0.0012,0.974,0.846,nan,0.029,0.028,nan,0.2077,-6.595,3.142,0.1091,0.182,0.148,0.54,-1
671,1229.13,1208.27,17.697,0.0012,0.881,0.629,nan,0.027,0.027,nan,0.2156,-4.025,1.85,0.1227,0.194,0.167,0.52,-1
616,905.464,1283.44,17.6825,0.0012,1.332,1.138,nan,0.027,0.033,nan,0.3911,-11.037,4.89,0.11,0.18,0.161,0.52,-1
684,1014.79,1359.08,17.6986,0.0011,1.01,0.926,nan,0.027,0.03,nan,0.5081,-6.079,6.913,0.1397,0.211,0.162,0.52,-1
727,1043.66,1674.81,17.7723,0.0012,0.906,0.779,nan,0.029,0.026,nan,0.3689,-6.162,1.714,0.1241,0.195,0.167,0.52,-1
687,1024.1,1623.02,17.7705,0.0035,1.068,0.847,nan,0.031,0.031,nan,-2.0344,-2.874,0.23,0.4725,0.751,0.665,0.37,-1
742,917.866,1355.9,17.8338,0.0012,0.787,0.649,nan,0.035,0.03,nan,0.3305,-7.088,4.178,0.125,0.223,0.166,0.51,-1
729,1248.97,1319.79,17.823,0.0013,0.998,0.869,nan,0.03,0.033,nan,0.453,-3.704,1.779,0.1281,0.252,0.201,0.49,-1
732,1143.78,1664.9,17.7773,0.0012,1.015,0.866,nan,0.029,0.032,nan,0.2258,-8.88,5.465,0.1277,0.204,0.186,0.5,-1
749,745.913,1429.91,17.8213,0.0013,0.969,0.927,nan,0.027,0.037,nan,0.2131,-6.693,5.301,0.1162,0.193,0.161,0.52,-1
756,1298.16,1482.39,17.8513,0.0014,0.878,0.671,nan,0.033,0.03,nan,-0.207,-4.138,2.858,0.1319,0.215,0.19,0.49,-1
844,1112.08,1363.59,18.0682,0.0016,0.876,0.782,nan,0.037,0.033,nan,-0.0541,-5.534,3.164,0.1495,0.232,0.199,0.47,-1
812,1199.25,1427.41,17.9421,0.0017,1.073,0.927,nan,0.036,0.039,nan,0.4023,-7.85,5.196,0.1293,0.207,0.184,0.45,-1
827,1098.8,1224.4,18.0042,0.0015,1.003,0.794,nan,0.035,0.033,nan,0.1678,-6.223,6.265,0.1321,0.217,0.188,0.48,-1
871,1186.58,1393.64,18.1063,0.0016,0.771,0.663,nan,0.042,0.036,nan,0.0129,-5.042,2.601,0.1561,0.268,0.233,0.53,-1
851,1109.89,1509.56,18.0364,0.0014,0.853,0.689,nan,0.036,0.036,nan,0.12,-4.609,2.586,0.1416,0.218,0.192,0.48,-1
835,1206.15,1238.68,18.0211,0.0015,1.085,0.919,nan,0.033,0.038,nan,0.1604,-10.161,3.486,0.148,0.239,0.201,0.44,-1
879,1012.59,1336.97,18.1141,0.0015,0.855,0.665,nan,0.037,0.032,nan,0.0846,-4.339,2.016,0.1462,0.243,0.195,0.55,-1
863,990.53,1195.82,18.0362,0.0014,1.084,0.869,nan,0.036,0.037,nan,0.1648,-8.502,5.679,0.1387,0.231,0.199,0.48,-1
900,1014.65,1586.26,18.1238,0.002,1.061,1.143,nan,0.036,0.05,nan,0.2306,-5.486,3.028,0.1596,0.28,0.259,0.44,-1
950,966.89,1525.74,18.2163,0.0017,0.932,0.77,nan,0.043,0.043,nan,0.3371,-2.361,2.632,0.1577,0.25,0.215,0.46,-1
961,920.753,1435.08,18.2266,0.0015,0.897,0.731,nan,0.037,0.039,nan,0.0255,-5.348,1.449,0.1587,0.252,0.219,0.46,-1
556,836.191,1483.08,17.5163,0.0016,2.35,1.502,nan,0.033,0.061,nan,1.433,-19.832,3.866,0.1423,0.233,0.201,0.46,-1
705,919.919,1372.97,17.791,0.0013,1.86,1.493,nan,0.035,0.069,nan,1.6269,-28.997,28.154,0.1236,0.198,0.162,0.49,-1
927,868.594,1450.79,18.1673,0.0015,1.214,1.191,nan,0.034,0.05,nan,-0.1028,-2.79,1.836,0.1504,0.238,0.205,0.47,-1
1073,990.173,1580.5,18.3231,0.0018,nan,0.697,nan,nan,0.043,nan,0.1545,2.403,-5.773,0.1726,0.27,0.236,0.37,-1
1063,1095.63,1489.4,18.379,0.0018,0.864,0.557,nan,0.052,0.045,nan,0.3077,-6.091,5.013,0.1892,0.294,0.261,0.4,-1
1067,822.036,1415.94,18.3763,0.002,1.153,0.956,nan,0.048,0.056,nan,0.4632,-5.568,4.434,0.1804,0.322,0.29,0.4,-1
1140,917.18,1643.71,18.6235,0.0023,0.885,0.689,nan,0.052,0.052,nan,0.5688,-5.202,1.368,0.221,0.355,0.307,0.38,-1
1148,1014.14,1278.1,18.522,0.0019,0.932,0.657,nan,0.057,0.053,nan,-0.1731,-7.367,4.356,0.1835,0.293,0.257,0.42,-1
1162,920.384,1504.12,18.5156,0.0021,nan,0.607,nan,nan,0.049,nan,-0.2286,-4.583,2.068,0.1985,0.303,0.266,0.38,-1
1221,1131.16,1327.99,18.6004,0.0025,0.814,0.659,nan,0.059,0.056,nan,-0.081,-4.519,0.681,0.202,0.357,0.279,0.35,-1
1238,986.742,1515.22,18.5497,0.002,0.946,0.848,nan,0.06,0.055,nan,0.2509,-5.27,1.158,0.2121,0.325,0.285,0.39,-1
1110,1229.73,1474.09,18.4383,0.0023,1.266,1.152,nan,0.052,0.079,nan,0.1328,-5.714,3.699,0.2057,0.325,0.352,0.35,-1
1225,1014.04,1592.46,18.5656,0.0025,1.091,0.709,nan,0.082,0.059,nan,0.4432,-5.984,4.666,0.2119,0.327,0.289,0.34,-1
1271,921.367,1695.36,18.6589,0.0022,0.824,0.708,nan,0.065,0.057,nan,0.1122,-6.079,2.181,0.2078,0.324,0.281,0.4,-1
1407,1074.26,1272.16,18.9701,0.0026,0.826,0.975,nan,0.066,0.061,nan,0.4807,-4.898,2.788,0.2539,0.397,0.355,0.37,-1
1431,856.305,1438.28,18.8426,0.0024,nan,0.827,nan,nan,0.066,nan,0.2532,-6.525,3.475,0.2357,0.37,0.316,0.29,-1
1438,1134.17,1391.51,18.8405,0.0027,nan,0.744,nan,nan,0.064,nan,0.3441,-4.772,1.023,0.2481,0.385,0.333,0.33,-1
1437,1278.3,1469.54,18.8895,0.0029,1.152,1.078,nan,0.065,0.077,nan,0.3058,-9.43,2.251,0.2444,0.387,0.362,0.37,-1
1450,859.025,1671.7,18.893,0.0027,nan,0.737,nan,nan,0.068,nan,-0.3078,-6.326,3.722,0.2386,0.371,0.313,0.31,-1
1392,996.936,1382.16,18.7841,0.0023,1.252,1.212,nan,0.07,0.092,nan,-0.1873,-8.59,3.745,0.2398,0.379,0.325,0.36,-1
1357,1212.26,1543.25,19.5174,0.0043,nan,0.189,nan,nan,0.068,nan,2.6137,10.115,-22.605,0.4446,0.697,0.529,0.3,-1
1659,754.036,1389.21,19.1903,0.0031,0.879,0.725,nan,0.093,0.082,nan,-0.0698,-4.553,2.994,0.3037,0.503,0.452,0.29,-1
1689,1177.27,1513.71,19.3218,0.0033,nan,0.694,nan,nan,0.091,nan,0.6142,-3.391,1.599,0.3491,0.511,0.459,0.24,-1
