ID x y V Verr BV BVerr UB UBerr VR VRerr VI VIerr ra dec d_arcsec _r_1 _x_1 _y_1 _p_1 DR2Name RA_ICRS_1 e_RA_ICRS DE_ICRS_1 e_DE_ICRS SolID Source_1 RandomI Epoch Plx e_Plx RPlx pmRA e_pmRA pmDE e_pmDE RADEcor RAPlxcor RApmRAcor RApmDEcor DEPlxcor DEpmRAcor DEpmDEcor PlxpmRAcor PlxpmDEcor pmRApmDEcor NAL NAC NgAL NbAL gofAL chi2AL epsi sepsi Solved APF WAL pscol e_pscol fvarpi MatchObsA Nper amax type MatchObs Dup o_Gmag FG e_FG RFG Gmag e_Gmag o_BPmag FBP e_FBP RFBP BPmag e_BPmag o_RPmag FRP e_FRP RFRP RPmag e_RPmag E_BR_RP_ Mode BP-RP BP-G G-RP RV e_RV o_RV Tefftemp loggtemp __Fe_H_temp Var GLON GLAT ELON ELAT fPriam Teff b_Teff B_Teff AG b_AG B_AG E_BP-RP_ b_E_BP-RP_ B_E_BP-RP_ fFLAME Rad b_Rad B_Rad Lum b_Lum B_Lum RAJ2000 e_RAJ2000 DEJ2000 e_DEJ2000 d_arcsec1 _r_2 _x_2 _y_2 _p_2 Source_2 RA_ICRS_2 DE_ICRS_2 rest b_rest B_rest rlen ResFlag ModFlag
116 488.98 1036.6 15.478 0.004 0.491 0.006 0.088 0.014 0.299 0.006 0.606 0.006 153.95126249185077 -50.742983731716244 0.5781 0.043499 0.043406 0.002848 86.2 "Gaia DR2 5358596847152948736" 153.95104340232 0.0268 -50.74290270161 0.0249 1635721458409799680 5358596847152948736 1200873514 2015.5 0.368 0.0349 10.5439 -9.363 0.053 5.292 0.047 0.0905 -0.4052 -0.3409 -0.0178 0.1954 0.1173 -0.1922 0.402 0.1289 0.2503 272 0 272 0 -0.7555 249.28 0.0 0.0 31 0 15.4737 1.622 0.0066 -0.008 31 16 0.06076 0 45 0 374 13350.0 5.412 2467.625 15.3743 0.0004 43 7646.0 13.38 571.65 15.6429 0.0019 42 8468.0 10.48 807.665 14.9424 0.0013 1.207 0 0.7004 0.2685 0.4319 "" "" 0 "" "" "" NOT_AVAILABLE 279.42263434952 4.88571386141 185.33072093826 -55.18068505771 100001 6310.67 6119.33 6475.33 1.0857 0.716 1.3015 0.553 0.3569 0.6705 200111 1.64 1.55 1.74 3.822 2.973 4.672 153.951107108 0.8267 -50.7429254854 0.7331 0.0 0.043567 0.043488 0.002630 86.5 5358596847152948736 153.95104340232 -50.74290270161 2516.472268500169776 2310.046440117369912 2762.036706665629936 1176.960286833980 1 1
111 872.223 161.649 15.492 0.006 0.634 0.011 0.049 0.019 0.36 0.011 0.762 0.013 153.90254239920588 -50.815472083160216 0.7022 0.070895 0.012516 -0.069782 169.8 "Gaia DR2 5358595060446508032" 153.90226012504 0.0316 -50.81555108702 0.0262 1635721458409799680 5358595060446508032 1363379450 2015.5 0.3946 0.0375 10.5264 -5.222 0.06 1.542 0.05 0.0406 -0.3968 -0.3604 0.052 0.2256 0.1757 -0.1631 0.3628 0.0932 0.2386 227 0 226 1 -1.8259 184.2 0.0 0.0 31 0 16.3524 1.5966 0.0073 -0.023 26 16 0.066574 0 39 0 332 14040.0 6.398 2194.189 15.3201 0.0005 36 7471.0 15.23 490.636 15.6679 0.0022 35 9744.0 11.64 837.521 14.79 0.0013 1.226 0 0.8779 0.3478 0.5301 "" "" 0 "" "" "" NOT_AVAILABLE 279.43793641012 4.80827490637 185.36833538927 -55.25663813541 100001 5654.65 5445.85 5805.0 "" "" "" "" "" "" 200111 1.97 1.87 2.13 3.591 2.803 4.379 153.90229571 0.9377 -50.8155577244 0.7682 0.0 0.071125 0.012598 -0.070000 169.8 5358595060446508032 153.90226012504 -50.81555108702 2360.568526691619809 2162.547899253980177 2597.200188584929947 1174.779589880330 1 1
115 427.712 366.521 15.499 0.007 0.667 0.013 -0.006 0.022 0.347 0.013 0.757 0.014 153.9603289886932 -50.79820441933803 0.7244 0.0718 0.049022 -0.05246 136.9 "Gaia DR2 5358594957367314048" 153.96001060848 0.0269 -50.79820503395 0.0259 1635721458409799680 5358594957367314048 1620865899 2015.5 0.5158 0.0326 15.8017 -8.77 0.051 2.958 0.05 0.0797 -0.4015 -0.3467 0.1051 0.0878 0.1752 -0.2567 0.3109 0.0777 0.2256 266 0 266 0 -0.6264 246.31 0.0 0.0 31 0 15.883 1.6055 0.0065 -0.039 30 16 0.059632 0 43 0 377 13610.0 6.093 2233.194 15.3539 0.0005 42 7432.0 24.64 301.625 15.6736 0.0036 41 9694.0 34.33 282.426 14.7956 0.0038 1.259 0 0.878 0.3197 0.5583 "" "" 0 "" "" "" NOT_AVAILABLE 279.45848001991 4.84311295979 185.39914933371 -55.22025029389 100001 5570.0 5143.67 5895.57 0.773 0.3966 1.1077 0.3963 0.211 0.5806 200111 1.54 1.37 1.8 2.052 1.743 2.361 153.96007035 0.7985 -50.7982177696 0.7739 0.0 0.072015 0.049104 -0.052678 137.0 5358594957367314048 153.96001060848 -50.79820503395 1838.512531582269958 1732.158730485499973 1958.457378326769913 1175.489310533060 1 1
110 1032.89 1590.02 15.501 0.005 1.117 0.008 0.754 0.043 0.612 0.006 1.179 0.009 153.87949982345492 -50.69774593279374 0.1265 0.048067 -0.001904 0.048029 357.7 "Gaia DR2 5358608941780858112" 153.87944473479 0.027 -50.6977419066 0.0264 1635721458409799680 5358608941780858112 376592490 2015.5 0.1045 0.0344 3.0344 -4.678 0.053 2.931 0.048 0.132 -0.2914 -0.4013 -0.1064 0.2452 -0.0306 -0.2514 0.318 -0.0345 0.2284 219 0 218 1 -0.8315 195.66 0.0 0.0 31 0 19.4637 1.5013 0.0071 -0.014 25 15 0.060519 0 38 0 316 16180.0 6.028 2684.065 15.1659 0.0004 33 6761.0 15.25 443.3 15.7763 0.0024 34 13620.0 14.02 971.787 14.4264 0.0011 1.26 0 1.3499 0.6104 0.7395 "" "" 0 "" "" "" NOT_AVAILABLE 279.35953817419 4.89763390867 185.21931626196 -55.17381401713 100001 4637.38 4518.62 4902.42 0.489 0.2879 2.0282 0.237 0.145 1.0218 "" "" "" "" "" "" "" 153.879476532 0.823 -50.6977545253 0.7462 0.0 0.047845 -0.001822 0.047810 357.8 5358608941780858112 153.87944473479 -50.69774190660 6305.901722087180133 5247.691699331109703 7770.770649211800446 1177.889264250860 1 1
106 126.633 874.791 15.515 0.007 1.199 0.013 0.753 0.063 0.643 0.01 1.271 0.011 153.99879908904134 -50.75604210706 0.5967 0.074181 0.073472 -0.01023 97.9 "Gaia DR2 5358596606634785152" 153.99858828754 0.0243 -50.75594368546 0.0224 1635721458409799680 5358596606634785152 1654333749 2015.5 0.1076 0.0303 3.5555 -4.946 0.046 3.341 0.043 0.1192 -0.448 -0.315 0.0307 0.1486 0.1235 -0.1674 0.311 0.0772 0.2691 276 0 276 0 -1.6396 233.99 0.0 0.0 31 0 20.2646 1.4836 0.0058 -0.048 31 16 0.054755 0 45 0 390 16900.0 5.815 2905.873 15.1188 0.0004 41 6743.0 11.8 571.69 15.7793 0.0019 42 14790.0 12.77 1158.03 14.3372 0.0009 1.274 0 1.4421 0.6605 0.7816 "" "" 0 "" "" "" NOT_AVAILABLE 279.45497251695 4.89178413823 185.3860979999 -55.17202576039 100001 4699.57 4411.28 5003.99 0.48 0.2689 2.3837 0.2227 0.129 1.3037 "" "" "" "" "" "" "" 153.998621946 0.7164 -50.7559580705 0.6678 0.0 0.074292 0.073554 -0.010449 98.1 5358596606634785152 153.99858828754 -50.75594368546 6382.873111999940193 5392.295465671059901 7728.686681384099757 1176.797733713320 1 1
112 1273.53 1824.85 15.516 0.006 1.128 0.01 0.671 0.035 0.636 0.008 1.22 0.012 153.84780874122654 -50.678552800840215 0.0406 0.070713 -0.021962 0.067216 341.9 "Gaia DR2 5358609697694850304" 153.84779172741 0.0718 -50.6785495038 0.0706 1635721458409799680 5358609697694850304 582021774 2015.5 0.2185 0.0916 2.3847 -5.528 0.146 2.823 0.133 0.1766 -0.1742 -0.3194 -0.065 0.2609 0.0027 -0.2492 0.255 -0.04 0.2797 234 0 234 0 28.3362 1525.86 0.651 52.0 31 0 2.066 1.5062 0.0171 -0.051 27 15 0.14656 0 41 0 354 16220.0 10.87 1491.832 15.1631 0.0007 37 6722.0 13.16 510.594 15.7827 0.0021 38 14060.0 13.5 1041.337 14.3919 0.001 1.281 0 1.3907 0.6196 0.7712 "" "" 0 "" "" "" NOT_AVAILABLE 279.33206414865 4.90223556326 185.17090078741 -55.17137543297 100001 4644.5 4469.65 4897.02 "" "" "" "" "" "" "" "" "" "" "" "" "" 153.847829287 2.2606 -50.6785616589 2.0647 0.0 0.070480 -0.021880 0.066998 341.9 5358609697694850304 153.84779172741 -50.67854950380 3585.962367863589861 2711.676977902549879 5021.158146372659758 1178.275380178730 1 1
117 1009.57 1806.35 15.527 0.006 0.833 0.009 0.269 0.021 0.491 0.007 0.932 0.012 153.88223391576915 -50.67984125555243 0.1347 0.0659 -0.00016 0.0659 359.9 "Gaia DR2 5358608976140604672" 153.88219836843 0.028 -50.67987114173 0.0269 1635721458409799680 5358608976140604672 1282071706 2015.5 0.6136 0.0343 17.8719 -2.7 0.055 -1.224 0.05 0.1868 -0.2635 -0.3912 -0.1141 0.2602 -0.0319 -0.3243 0.2857 0.01 0.2709 240 0 239 1 -3.3897 167.53 0.0 0.0 31 0 16.3806 1.585 0.0073 0.0 27 15 0.063655 0 39 0 345 13020.0 132.7 98.165 15.4016 0.0111 38 6681.0 219.6 30.426 15.7893 0.0357 37 9208.0 281.4 32.721 14.8515 0.0332 1.22 0 0.9377 0.3877 0.55 "" "" 0 "" "" "" NOT_AVAILABLE 279.35090827851 4.91339706399 185.20213695885 -55.15877681814 100001 5375.0 5187.62 6062.61 0.628 0.4632 0.7494 0.312 0.244 0.3656 200111 1.37 1.08 1.47 1.417 1.23 1.604 153.882216717 0.854 -50.6798658708 0.7758 0.0 0.065681 -0.000078 0.065681 359.9 5358608976140604672 153.88219836843 -50.67987114173 1559.281001168699959 1478.241836446429943 1649.519044664810053 1178.377367822950 1 1
114 1429.03 1312.83 15.533 0.004 1.241 0.007 0.912 0.053 0.696 0.006 1.353 0.008 153.82820211417965 -50.721016818777066 0.2701 0.042394 -0.034376 0.02481 305.8 "Gaia DR2 5358608082787375488" 153.82815220517 0.0289 -50.7209487685 0.025 1635721458409799680 5358608082787375488 358312862 2015.5 0.105 0.0313 3.3554 -4.151 0.057 4.393 0.048 0.2156 -0.2101 -0.5659 -0.1405 0.1966 -0.0995 -0.328 0.2491 -0.0712 0.2493 221 0 221 0 0.4735 225.3 0.0 0.0 31 0 20.4508 1.4763 0.0066 0.113 25 14 0.067115 0 39 0 322 16940.0 6.223 2721.771 15.1163 0.0004 35 6526.0 11.35 574.921 15.8148 0.0019 37 15210.0 15.18 1001.956 14.3066 0.0011 1.283 0 1.5083 0.6985 0.8097 "" "" 0 "" "" "" NOT_AVAILABLE 279.3456725038 4.86018096914 185.2003535226 -55.2122383035 100001 4497.0 4343.09 4833.36 "" "" "" "" "" "" "" "" "" "" "" "" "" 153.828180434 0.8873 -50.7209676847 0.7369 0.0 0.042200 -0.034294 0.024591 305.6 5358608082787375488 153.82815220517 -50.72094876850 6420.985315244320191 5398.858853186449778 7817.302875707359817 1177.060709422300 1 1
121 1425.03 1884.0 15.573 0.006 0.747 0.009 0.133 0.019 0.458 0.008 0.869 0.011 153.82798477104276 -50.673803567246324 0.0274 0.079813 -0.034522 0.07196 334.4 "Gaia DR2 5358609766414325632" 153.82797672981 0.0831 -50.67379790769 0.0827 1635721458409799680 5358609766414325632 697268284 2015.5 0.4116 0.1096 3.7556 -9.319 0.172 3.823 0.148 0.1371 -0.1582 -0.2457 0.0574 0.4154 0.2063 -0.121 0.3704 0.0124 0.2639 191 0 191 0 23.9054 1130.76 0.654 42.0 31 0 1.9947 1.5784 0.0204 0.015 23 15 0.16826 0 36 0 286 13420.0 7.697 1743.765 15.3689 0.0006 31 6727.0 15.21 442.345 15.7819 0.0025 32 9765.0 13.9 702.504 14.7877 0.0015 1.229 0 0.9942 0.413 0.5812 "" "" 0 "" "" "" NOT_AVAILABLE 279.31896117131 4.89910247231 185.148538336 -55.17551683734 100001 5232.42 5050.98 5722.64 "" "" "" "" "" "" "" "" "" "" "" "" "" 153.828040044 2.6683 -50.6738143695 2.3001 0.0 0.079580 -0.034440 0.071742 334.4 5358609766414325632 153.82797672981 -50.67379790769 2278.947277733060218 1782.275110348560020 3101.973519130669956 1178.322821420300 1 1
118 1451.16 1382.11 15.589 0.004 1.284 0.007 1.149 0.068 0.717 0.006 1.382 0.007 153.82522449427614 -50.71531480379133 0.2549 0.04739 -0.036266 0.030505 310.1 "Gaia DR2 5358608082787377664" 153.82517437047 0.0281 -50.71525149775 0.0255 1635721458409799680 5358608082787377664 365050384 2015.5 0.1655 0.0333 4.9774 -6.205 0.054 3.249 0.047 0.0727 -0.3532 -0.502 -0.0623 0.2804 0.0317 -0.3336 0.3073 -0.0051 0.226 238 0 237 1 -0.2536 225.92 0.0 0.0 31 0 19.6603 1.4819 0.0068 -0.011 27 15 0.062039 0 40 0 343 16300.0 6.202 2627.918 15.158 0.0004 38 6162.0 16.09 383.061 15.877 0.0028 37 14860.0 20.51 724.516 14.3317 0.0015 1.29 0 1.5453 0.719 0.8263 "" "" 0 "" "" "" NOT_AVAILABLE 279.3408917288 4.86383088865 185.19152814202 -55.20897363641 100001 4447.0 4289.78 4645.59 0.652 0.5989 0.7821 0.322 0.2905 0.378 "" "" "" "" "" "" "" 153.825216565 0.8368 -50.7152654852 0.7236 0.0 0.047186 -0.036184 0.030287 309.9 5358608082787377664 153.82517437047 -50.71525149775 4856.271609316600006 4176.579916880999917 5766.870825801580395 1177.202216331770 1 1
120 1949.79 1717.68 15.591 0.006 1.239 0.01 0.887 0.058 0.661 0.008 1.273 0.01 153.75975765247833 -50.68807279457663 0.5596 0.096783 -0.077652 0.057767 306.6 "Gaia DR2 5358608387715629952" 153.75988299912 0.027 -50.68793915943 0.0263 1635721458409799680 5358608387715629952 1052678033 2015.5 0.1166 0.0336 3.469 -5.374 0.055 3.411 0.049 0.0852 -0.161 -0.314 0.0802 0.3228 0.1535 -0.1863 0.2727 -0.0952 0.15 213 0 212 1 -2.4831 159.91 0.0 0.0 31 0 19.6458 1.4771 0.0074 0.098 25 15 0.05993 0 39 0 317 15950.0 6.402 2491.72 15.1814 0.0004 31 6321.0 22.54 280.453 15.8494 0.0039 32 14020.0 17.84 786.014 14.3947 0.0014 1.276 0 1.4547 0.668 0.7867 "" "" 0 "" "" "" NOT_AVAILABLE 279.29115937091 4.86312633712 185.10503590558 -55.2135307263 100001 4423.75 4299.09 4536.14 "" "" "" "" "" "" "" "" "" "" "" "" "" 153.75991952 0.8514 -50.687953844 0.7645 0.0 0.096587 -0.077570 0.057549 306.6 5358608387715629952 153.75988299912 -50.68793915943 6001.754716954489595 5035.707499042840027 7330.816386177450113 1177.673372166110 1 1
119 1358.42 1634.93 15.6 0.005 0.476 0.009 -0.217 0.013 0.428 0.007 0.872 0.009 153.83699312405935 -50.69433426507285 0.1404 0.058979 -0.028821 0.051457 330.7 "Gaia DR2 5358609594615878912" 153.83695312875 0.0252 -50.69430460856 0.023 1635721458409799680 5358609594615878912 1669930548 2015.5 0.7985 0.0297 26.9005 -7.394 0.049 3.97 0.044 0.2015 -0.3072 -0.3198 -0.0278 0.211 0.0136 -0.2739 0.2243 -0.0266 0.3465 235 0 235 0 -1.2081 204.43 0.0 0.0 31 0 24.2844 1.5888 0.0062 -0.044 27 15 0.058749 0 39 0 287 20940.0 50.25 416.597 14.8862 0.0026 32 10840.0 117.6 92.168 15.2637 0.0118 32 14820.0 145.0 102.183 14.3351 0.0106 1.226 0 0.9286 0.3775 0.5511 "" "" 0 "" "" "" NOT_AVAILABLE 279.33525727815 4.88534602735 185.17876833147 -55.18796448309 100001 5192.7 4801.72 5350.25 0.5793 0.423 0.6931 0.299 0.2047 0.3487 200111 1.45 1.37 1.7 1.381 1.256 1.506 153.837003387 0.758 -50.6943217008 0.6815 0.0 0.058748 -0.028739 0.051239 330.7 5358609594615878912 153.83695312875 -50.69430460856 1210.014413553150007 1167.733779869110094 1255.409806771499916 1177.811470768150 1 1
124 1308.92 1517.72 15.608 0.006 0.822 0.01 0.261 0.023 0.479 0.008 0.921 0.011 153.84360376278931 -50.703975036629124 0.4658 0.048614 -0.024705 0.041868 329.5 "Gaia DR2 5358609594615875968" 153.84344154698 0.0303 -50.7038963613 0.0276 1635721458409799680 5358609594615875968 1128920703 2015.5 0.8442 0.0354 23.8329 -20.273 0.058 16.187 0.051 0.1328 -0.2795 -0.4467 -0.0809 0.2365 0.0013 -0.3424 0.3001 0.0239 0.2498 228 0 225 3 -1.3563 192.15 0.0 0.0 31 0 15.6961 1.5757 0.0076 0.017 26 15 0.065842 0 40 0 327 13090.0 5.887 2222.882 15.3963 0.0005 32 6338.0 15.56 407.174 15.8466 0.0027 32 9758.0 18.32 532.605 14.7885 0.002 1.23 0 1.0581 0.4503 0.6078 "" "" 0 "" "" "" NOT_AVAILABLE 279.34408162003 4.87972583135 185.19489470525 -55.1928783007 100001 5698.4 5163.0 6368.08 0.595 0.33 0.7616 0.276 0.1513 0.3681 200111 0.88 0.7 1.07 0.729 0.658 0.801 153.843579367 0.8972 -50.7039660551 0.7875 0.0 0.048384 -0.024623 0.041650 329.4 5358609594615875968 153.84344154698 -50.70389636130 1147.173658444789908 1102.023962440360037 1196.104766254750075 1177.580437679760 1 1
125 589.85 1497.41 15.614 0.005 0.774 0.008 0.177 0.021 0.449 0.006 0.878 0.009 153.93738981887248 -50.70501156465586 0.3556 0.053561 0.034707 0.040794 40.4 "Gaia DR2 5358609010500344192" 153.93725310544 0.03 -50.70496404737 0.0248 1635721458409799680 5358609010500344192 98186326 2015.5 0.498 0.0352 14.1515 -8.841 0.057 6.479 0.047 -0.003 -0.4119 -0.4336 0.0133 0.1809 0.1107 -0.2395 0.364 0.0589 0.1747 247 0 247 0 0.4618 251.62 0.0 0.0 31 0 15.4611 1.5629 0.0075 -0.012 29 16 0.063187 0 42 0 348 12960.0 5.482 2363.65 15.4071 0.0005 42 6424.0 13.83 464.569 15.832 0.0023 42 9445.0 12.55 752.895 14.8239 0.0014 1.225 0 1.008 0.4248 0.5832 "" "" 0 "" "" "" NOT_AVAILABLE 279.39401566443 4.9122185651 185.27723931798 -55.15655100776 100001 5326.33 5264.93 5400.0 "" "" "" "" "" "" 200111 1.72 1.68 1.76 2.154 1.797 2.51 153.93731321 0.8791 -50.7049919433 0.7283 0.0 0.053448 0.034789 0.040575 40.6 5358609010500344192 153.93725310544 -50.70496404737 1900.955559894380031 1779.246689160909909 2040.096538400810005 1177.926682456720 1 1
129 157.213 694.566 15.616 0.007 0.591 0.013 -0.006 0.021 0.344 0.01 0.697 0.012 153.99511242778723 -50.7709346913419 0.6778 0.075394 0.071082 -0.025134 109.5 "Gaia DR2 5358596572275038592" 153.99484592239 0.0281 -50.77085077505 0.0272 1635721458409799680 5358596572275038592 1218879552 2015.5 0.3764 0.035 10.744 -9.187 0.056 4.819 0.055 0.1646 -0.4017 -0.3198 -0.0209 0.1721 0.0236 -0.2266 0.2748 -0.0121 0.3073 257 0 256 1 -2.7863 193.04 0.0 0.0 31 0 14.5864 1.6016 0.0068 -0.012 29 16 0.065718 0 42 0 369 12440.0 6.507 1911.588 15.4514 0.0006 41 6760.0 13.5 500.58 15.7766 0.0022 37 8360.0 10.59 789.113 14.9564 0.0014 1.216 0 0.8202 0.3251 0.495 "" "" 0 "" "" "" NOT_AVAILABLE 279.46139032211 4.87811171688 185.39921028806 -55.18513162596 100001 5818.5 5686.25 6276.11 "" "" "" "" "" "" 200111 1.83 1.57 1.92 3.458 2.704 4.212 153.994908468 0.8644 -50.7708715244 0.8475 0.0 0.075545 0.071163 -0.025352 109.6 5358596572275038592 153.99484592239 -50.77085077505 2464.765169480609984 2265.582688223450077 2701.078009653720073 1176.377444602770 1 1
127 1489.79 1798.19 15.621 0.009 0.736 0.015 -0.001 0.02 0.446 0.012 0.861 0.016 153.81965276522706 -50.680961613973004 0.2055 0.076073 -0.039773 0.064847 328.5 "Gaia DR2 5358609663335105408" 153.81968047069 0.0301 -50.68090730701 0.0294 1635721458409799680 5358609663335105408 365265611 2015.5 0.3159 0.038 8.3135 -1.739 0.06 8.921 0.052 0.2012 -0.1862 -0.3756 -0.0872 0.3336 0.0406 -0.2816 0.3283 0.0535 0.2925 238 0 237 1 0.9757 252.95 0.0 0.0 31 0 14.6866 1.5704 0.0076 0.001 27 15 0.06712 0 40 0 332 12560.0 6.226 2016.866 15.4412 0.0005 24 6764.0 28.37 238.427 15.7758 0.0046 37 10240.0 112.0 91.393 14.7363 0.0119 1.354 0 1.0395 0.3346 0.7049 "" "" 0 "" "" "" NOT_AVAILABLE 279.31861301858 4.89026721974 185.14913650442 -55.1843522975 100001 5109.33 5023.25 5500.0 "" "" "" "" "" "" 200111 2.96 2.55 3.06 5.37 3.882 6.857 153.81969229 0.9244 -50.6809457156 0.8131 0.0 0.075843 -0.039691 0.064628 328.4 5358609663335105408 153.81968047069 -50.68090730701 2884.186176843999874 2592.491184573919782 3246.375155662310135 1178.100318766950 1 1
126 1187.2 1170.66 15.624 0.004 0.781 0.007 0.079 0.022 0.461 0.006 0.898 0.008 153.85995393401654 -50.732531261126084 0.3090 0.019526 -0.014312 0.013282 312.9 "Gaia DR2 5358608800032207616" 153.85983840676 0.0274 -50.73248630323 0.0272 1635721458409799680 5358608800032207616 295871810 2015.5 0.9056 0.035 25.8752 -5.851 0.054 2.902 0.051 0.0108 -0.3282 -0.3524 0.0682 0.1796 0.1709 -0.2932 0.32 0.1176 0.1028 254 0 253 1 -2.215 201.29 0.0 0.0 31 0 14.682 1.5715 0.007 -0.051 29 15 0.05902 0 42 0 362 12650.0 5.821 2173.376 15.433 0.0005 37 6266.0 14.43 434.391 15.8589 0.0025 39 9345.0 14.65 637.865 14.8354 0.0017 1.234 0 1.0234 0.4258 0.5976 "" "" 0 "" "" "" NOT_AVAILABLE 279.36882998657 4.86191872765 185.24042831619 -55.20868587623 100001 5222.77 5063.84 5365.25 0.2823 0.1886 0.5215 0.14 0.091 0.2364 200111 0.98 0.93 1.04 0.645 0.587 0.704 153.859878207 0.8356 -50.7324987996 0.7924 0.0 0.019317 -0.014230 0.013064 312.6 5358608800032207616 153.85983840676 -50.73248630323 1071.607833401709968 1032.560428058649904 1113.664848776420058 1176.876329870890 1 1
132 1177.49 1819.48 15.666 0.006 0.632 0.009 -0.056 0.016 0.399 0.007 0.763 0.011 153.86033301054027 -50.67890804657649 0.0122 0.068311 -0.014015 0.066857 348.2 "Gaia DR2 5358609732055107456" 153.86033306101 0.0306 -50.67891143941 0.0296 1635721458409799680 5358609732055107456 299406790 2015.5 0.6124 0.0381 16.0915 -0.261 0.059 4.692 0.053 0.1311 -0.2916 -0.4165 -0.1139 0.3304 -0.0031 -0.311 0.2981 0.0077 0.296 237 0 237 0 -1.6817 197.03 0.0 0.0 31 0 14.1954 1.6125 0.0077 -0.005 27 15 0.067504 0 38 0 323 12050.0 5.877 2050.215 15.4859 0.0005 33 6381.0 16.03 398.067 15.8392 0.0027 33 8260.0 17.18 480.884 14.9695 0.0023 1.215 0 0.8697 0.3533 0.5164 "" "" 0 "" "" "" NOT_AVAILABLE 279.33886468414 4.9064041629 185.18215654231 -55.16668961016 100001 5744.5 5392.03 6306.0 0.207 0.1245 0.4743 0.1083 0.0602 0.2557 200111 1.14 0.94 1.29 1.272 1.09 1.454 153.860334838 0.9218 -50.6789316405 0.8175 0.0 0.068080 -0.013933 0.066639 348.2 5358609732055107456 153.86033306101 -50.67891143941 1562.853681121549926 1473.135922764040060 1663.949530656019988 1178.315762827550 1 1
134 1224.9 916.261 15.672 0.006 0.609 0.012 -0.083 0.02 0.363 0.009 0.731 0.012 153.85537981429266 -50.753567633669384 0.3504 0.018903 -0.017223 -0.00779 245.7 "Gaia DR2 5358607219484123648" 153.85522676881 0.0275 -50.75355757207 0.0254 1635721458409799680 5358607219484123648 539396326 2015.5 0.5766 0.0332 17.3576 -7.588 0.052 3.913 0.048 0.0318 -0.3938 -0.402 0.0317 0.1459 0.1008 -0.2643 0.3323 0.0369 0.19 282 0 281 1 0.678 291.55 0.0 0.0 31 0 13.3917 1.6012 0.007 -0.036 33 16 0.059051 0 47 0 390 11730.0 5.258 2231.815 15.5148 0.0005 46 6330.0 15.03 421.107 15.848 0.0026 44 7994.0 14.52 550.718 15.0051 0.002 1.221 0 0.8429 0.3332 0.5097 "" "" 0 "" "" "" NOT_AVAILABLE 279.37829507743 4.84285127911 185.25956031133 -55.22694509421 100001 5727.97 5172.28 5864.0 0.368 0.2117 0.5231 0.1873 0.1214 0.2591 200111 1.2 1.15 1.47 1.398 1.208 1.589 153.855278407 0.8042 -50.7535744194 0.7448 0.0 0.018920 -0.017141 -0.008008 245.0 5358607219484123648 153.85522676881 -50.75355757207 1654.328197264959954 1566.213127665100046 1752.718760817479961 1176.286897679380 1 1
123 295.399 625.197 15.692 0.007 1.201 0.013 0.781 0.063 0.638 0.01 1.288 0.011 153.9771892969408 -50.77676768797943 0.6122 0.067303 0.059744 -0.030989 117.4 "Gaia DR2 5358596469195815936" 153.97693022993 0.0258 -50.77672203315 0.0239 1635721458409799680 5358596469195815936 1628883423 2015.5 0.0613 0.0322 1.9031 -5.293 0.05 2.521 0.046 0.1269 -0.4307 -0.2994 0.0325 0.1591 0.1212 -0.16 0.305 0.0684 0.273 277 0 277 0 -0.2796 264.88 0.0 0.0 31 0 16.9115 1.484 0.0062 -0.046 31 16 0.057762 0 43 0 376 14320.0 5.261 2722.491 15.2983 0.0004 40 5654.0 9.767 578.906 15.9704 0.0019 41 12620.0 11.52 1095.67 14.5095 0.001 1.276 0 1.4609 0.6722 0.7888 "" "" 0 "" "" "" NOT_AVAILABLE 279.45527758623 4.86689853738 185.39017752605 -55.19680398823 100001 4441.31 4374.41 4761.91 0.516 0.2412 1.7658 0.248 0.1285 1.1067 "" "" "" "" "" "" "" 153.976966269 0.7678 -50.776732887 0.7159 0.0 0.067476 0.059826 -0.031208 117.5 5358596469195815936 153.97693022993 -50.77672203315 7814.982523604129710 6452.131867732609862 9673.082416107019526 1176.145277749170 1 1
137 433.421 1835.55 15.703 0.008 0.849 0.013 0.349 0.028 0.478 0.011 0.901 0.016 153.95724100899912 -50.676930508514424 0.2339 0.083548 0.047336 0.068845 34.5 "Gaia DR2 5358609147939312128" 153.95714889933 0.0296 -50.67690198444 0.0247 1635721458409799680 5358609147939312128 656334580 2015.5 0.8443 0.0331 25.5116 -10.51 0.059 7.399 0.048 0.1159 -0.2217 -0.4304 -0.0404 0.1415 0.0164 -0.2344 0.1993 0.0638 0.2286 253 0 253 0 -0.737 231.31 0.0 0.0 31 0 14.2454 1.5543 0.0071 0.032 29 15 0.065804 0 44 0 360 12130.0 5.885 2060.964 15.4788 0.0005 41 5873.0 12.14 483.68 15.9293 0.0022 40 9014.0 12.7 709.532 14.8747 0.0015 1.227 0 1.0546 0.4505 0.6041 "" "" 0 "" "" "" NOT_AVAILABLE 279.3886832514 4.94251900444 185.26375118589 -55.12676996104 100001 5090.33 5012.87 5395.37 0.4615 0.3219 0.6711 0.2355 0.1589 0.332 200111 1.1 0.98 1.13 0.728 0.661 0.796 153.95722031 0.9117 -50.6769338412 0.7402 0.0 0.083415 0.047418 0.068626 34.6 5358609147939312128 153.95714889933 -50.67690198444 1146.719201837980108 1104.458156793919898 1192.277261438960068 1178.754532507500 1 1
