ID x y V Verr BV BVerr UB UBerr VR VRerr VI VIerr ra dec d_arcsec _r_1 _x_1 _y_1 _p_1 DR2Name RA_ICRS_1 e_RA_ICRS DE_ICRS_1 e_DE_ICRS SolID Source_1 RandomI Epoch Plx e_Plx RPlx pmRA e_pmRA pmDE e_pmDE RADEcor RAPlxcor RApmRAcor RApmDEcor DEPlxcor DEpmRAcor DEpmDEcor PlxpmRAcor PlxpmDEcor pmRApmDEcor NAL NAC NgAL NbAL gofAL chi2AL epsi sepsi Solved APF WAL pscol e_pscol fvarpi MatchObsA Nper amax type MatchObs Dup o_Gmag FG e_FG RFG Gmag e_Gmag o_BPmag FBP e_FBP RFBP BPmag e_BPmag o_RPmag FRP e_FRP RFRP RPmag e_RPmag E_BR_RP_ Mode BP-RP BP-G G-RP RV e_RV o_RV Tefftemp loggtemp __Fe_H_temp Var GLON GLAT ELON ELAT fPriam Teff b_Teff B_Teff AG b_AG B_AG E_BP-RP_ b_E_BP-RP_ B_E_BP-RP_ fFLAME Rad b_Rad B_Rad Lum b_Lum B_Lum RAJ2000 e_RAJ2000 DEJ2000 e_DEJ2000 d_arcsec1 _r_2 _x_2 _y_2 _p_2 Source_2 RA_ICRS_2 DE_ICRS_2 rest b_rest B_rest rlen ResFlag ModFlag
1140 917.18 1643.71 18.672 0.033 0.689 0.052 99.0 99.0 0.423 0.038 0.885 0.052 153.89450690091607 -50.69320471537577 0.1691 0.0531 0.007592 0.052555 8.2 "Gaia DR2 5358608903122985728" 153.89443472213 0.1704 -50.69321547562 0.1582 1635721458409799680 5358608903122985728 262472542 2015.5 0.5688 0.221 2.5742 -5.202 0.355 1.368 0.307 0.0207 -0.2764 -0.2305 0.0896 0.2864 0.1741 -0.0791 0.4025 -0.0954 0.0881 215 0 211 4 1.4467 236.05 0.561 1.4 31 0 0.397 1.583 0.042 -0.003 25 14 0.32761 0 36 0 309 669.8 1.43 468.455 18.6235 0.0023 34 341.6 7.565 45.162 19.0175 0.024 33 483.4 7.789 62.059 18.0513 0.0175 1.232 0 0.9662 0.394 0.5722 "" "" 0 "" "" "" NOT_AVAILABLE 279.36486980044 4.90671302696 185.22733323344 -55.16434394352 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 153.894470078 5.5058 -50.6932213674 4.7623 0.0 0.052896 0.007674 0.052336 8.3 5358608903122985728 153.89443472213 -50.69321547562 1797.882614403429898 1217.851550795069898 3084.638936207200004 1178.070167287720 1 1
1111 1330.45 216.969 18.673 0.031 0.847 0.057 99.0 99.0 0.516 0.037 0.995 0.05 153.8425303320348 -50.81133628419292 0.4910 0.070363 -0.025343 -0.06564 201.1 "Gaia DR2 5358606463569557376" 153.84234341758 0.1293 -50.81140447351 0.1268 1635721458409799680 5358606463569557376 988634447 2015.5 0.2517 0.1739 1.4473 -5.048 0.282 4.138 0.247 -0.0872 -0.2952 -0.3041 0.0958 0.3055 0.223 -0.1232 0.452 -0.0056 0.0247 239 0 237 2 0.1712 235.03 0.0 0.0 31 0 0.594 1.5463 0.0336 0.055 27 15 0.26415 0 39 0 339 843.0 1.32 638.488 18.3738 0.0017 37 374.4 7.412 50.508 18.9182 0.0215 36 635.1 6.467 98.21 17.7548 0.0111 1.198 0 1.1634 0.5443 0.619 "" "" 0 "" "" "" NOT_AVAILABLE 279.40417161582 4.79043236722 185.31200045769 -55.27713726479 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 153.842377816 4.3772 -50.8114222902 3.8354 0.0 0.070537 -0.025261 -0.065859 201.0 5358606463569557376 153.84234341758 -50.81140447351 3011.583591917849844 2038.444728328390056 4784.200829984099983 1174.652736098440 1 1
1138 1833.27 432.974 18.68 0.034 0.679 0.052 99.0 99.0 0.434 0.038 0.914 0.057 153.7764770173292 -50.79402508143016 0.1423 0.082581 -0.067006 -0.048268 234.2 "Gaia DR2 5358607395592560000" 153.77644686486 0.144 -50.79399046514 0.1495 1635721458409799680 5358607395592560000 1482798935 2015.5 0.1544 0.1843 0.8379 -4.514 0.288 3.161 0.285 -0.1275 -0.2913 -0.3471 0.0993 0.32 0.1882 -0.2568 0.3579 -0.0617 -0.04 219 0 219 0 -0.1444 210.37 0.0 1.4e-15 31 0 0.5091 1.6086 0.036 -0.031 25 14 0.27557 0 37 1 321 773.9 1.484 521.344 18.4667 0.0021 31 387.0 8.508 45.486 18.8821 0.0239 33 560.3 7.323 76.513 17.8909 0.0142 1.224 0 0.9912 0.4154 0.5758 "" "" 0 "" "" "" NOT_AVAILABLE 279.35979025626 4.78139603647 185.23585536498 -55.2896688911 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 153.776477613 4.4696 -50.7940040767 4.4267 0.0 0.082642 -0.066924 -0.048486 234.1 5358607395592560000 153.77644686486 -50.79399046514 3434.745063930809920 2298.094432930140101 5381.221778312919923 1174.866711867180 1 1
1160 1346.41 1888.19 18.682 0.035 0.885 0.055 99.0 99.0 0.45 0.039 0.848 0.055 153.838226204738 -50.6733827846614 0.1076 0.077588 -0.028007 0.072357 338.8 "Gaia DR2 5358609762105231744" 153.83825708615 0.1451 -50.67340536318 0.1427 1635721458409799680 5358609762105231744 1524718077 2015.5 0.3464 0.1968 1.7599 -2.778 0.308 2.305 0.272 0.0198 -0.2098 -0.3108 -0.0087 0.3188 0.1108 -0.2025 0.4337 -0.1135 0.0524 218 0 217 1 1.6409 246.88 0.356 0.7 31 0 0.512 1.493 0.0385 0.025 25 14 0.28609 0 37 0 317 747.7 1.288 580.726 18.5041 0.0019 33 348.3 9.332 37.32 18.9966 0.0291 31 559.0 8.666 64.506 17.8934 0.0168 1.213 0 1.1032 0.4925 0.6107 "" "" 0 "" "" "" NOT_AVAILABLE 279.32414612655 4.90309150527 185.15701279072 -55.17113768545 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 153.838275957 4.7709 -50.6734152856 4.2179 0.0 0.077355 -0.027925 0.072139 338.8 5358609762105231744 153.83825708615 -50.67340536318 2552.395344813829979 1697.533345494799960 4235.404921272370302 1178.374279899090 1 1
1072 1502.82 1756.32 18.683 0.027 1.017 0.05 99.0 99.0 0.64 0.032 1.128 0.043 153.8180070995226 -50.68443619485469 0.1249 0.073666 -0.040801 0.061335 326.4 "Gaia DR2 5358609659025957504" 153.81805399468 0.1336 -50.68441826183 0.1332 1635721458409799680 5358609659025957504 140111830 2015.5 0.7047 0.1804 3.9069 0.207 0.281 0.208 0.254 -0.0412 -0.2706 -0.3789 0.0331 0.3228 0.155 -0.3022 0.4696 -0.1029 0.0074 201 0 199 2 0.8296 210.1 0.0 1.4e-15 31 0 0.6879 1.5265 0.0353 -0.028 23 14 0.2658 0 34 0 288 862.6 1.349 639.486 18.3488 0.0017 32 355.5 14.08 25.245 18.9744 0.043 31 719.3 9.146 78.65 17.6196 0.0138 1.246 0 1.3548 0.6256 0.7292 "" "" 0 "" "" "" NOT_AVAILABLE 279.31974049203 4.88678485102 185.15157290214 -55.18773668111 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 153.818052591 4.3532 -50.6844191571 3.9384 0.0 0.073439 -0.040719 0.061116 326.3 5358609659025957504 153.81805399468 -50.68441826183 1434.328014534680051 1089.845850544430050 2065.034076649849794 1178.000150938970 1 1
1083 2008.09 968.8 18.686 0.037 0.534 0.051 99.0 99.0 0.507 0.042 0.911 0.06 153.75299531409172 -50.74999942051955 0.4648 0.081961 -0.081855 -0.004182 267.1 "Gaia DR2 5358607803599708416" 153.7530783408 0.1222 -50.74988146858 0.1278 1635721458409799680 5358607803599708416 121792376 2015.5 0.18 0.1604 1.1224 -4.287 0.256 3.233 0.251 -0.0163 -0.2648 -0.3241 -0.0075 0.2945 0.0694 -0.1814 0.2988 -0.0267 -0.0006 241 0 240 1 0.1673 237.97 0.0 0.0 31 0 0.6163 1.5612 0.0318 -0.001 27 14 0.23542 0 40 0 349 861.3 1.376 625.855 18.3505 0.0017 36 406.6 6.689 60.788 18.8284 0.0179 36 621.9 6.806 91.384 17.7776 0.0119 1.194 0 1.0508 0.4778 0.5729 "" "" 0 "" "" "" NOT_AVAILABLE 279.32260609918 4.80952090088 185.16712455523 -55.26454292647 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 153.753107512 3.9652 -50.7498953897 3.8852 0.0 0.081891 -0.081773 -0.004400 266.9 5358607803599708416 153.75307834080 -50.74988146858 3438.936487324169775 2349.976998755189925 5321.030140973300149 1175.976811933390 1 1
1037 57.21 379.516 18.69 0.036 1.137 0.079 99.0 99.0 0.608 0.042 1.25 0.049 154.00870386479423 -50.79683225188232 0.6531 0.094605 0.079625 -0.051088 122.7 "Gaia DR2 5358596396166265728" 154.00842437058 0.1336 -50.79679100722 0.1276 1635721458409799680 5358596396166265728 388612794 2015.5 0.6223 0.1668 3.7297 -1.243 0.279 -0.109 0.263 0.0102 -0.3338 -0.2872 0.1163 0.1804 0.1711 -0.0826 0.3334 -0.0411 0.1429 238 0 235 3 3.7448 319.2 0.537 2.1 31 0 0.572 1.4987 0.0336 0.012 27 15 0.26233 0 38 0 331 941.8 1.383 681.191 18.2535 0.0016 31 383.4 8.703 44.059 18.8922 0.0246 33 793.5 8.515 93.179 17.5131 0.0117 1.25 0 1.379 0.6387 0.7403 "" "" 0 "" "" "" NOT_AVAILABLE 279.48311575086 4.86143825999 185.43939754944 -55.19997638947 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 154.008432837 4.3215 -50.796790537 4.0711 0.0 0.094792 0.079707 -0.051307 122.8 5358596396166265728 154.00842437058 -50.79679100722 1605.315496594500019 1216.106339363840107 2315.546932734950133 1175.723380070550 1 1
1120 380.363 1646.85 18.694 0.033 0.911 0.055 99.0 99.0 0.541 0.038 1.057 0.057 153.9644519141172 -50.692486963088136 0.2763 0.074391 0.051889 0.053306 44.2 "Gaia DR2 5358609143629801856" 153.96436131512 0.1257 -50.69243600983 0.113 1635721458409799680 5358609143629801856 944362374 2015.5 0.5384 0.1607 3.3501 -5.689 0.264 1.768 0.228 -0.0253 -0.27 -0.297 0.0592 0.2432 0.1241 -0.1199 0.398 -0.1444 0.0586 246 0 245 1 -0.016 238.98 0.0 0.0 31 0 0.6393 1.5979 0.0317 0.065 28 15 0.24457 0 40 0 348 844.9 1.544 547.273 18.3713 0.002 36 378.8 7.465 50.749 18.9053 0.0214 36 670.9 10.15 66.095 17.6953 0.0164 1.242 0 1.21 0.534 0.676 "" "" 0 "" "" "" NOT_AVAILABLE 279.40122657717 4.93222247428 185.28697655188 -55.13603746714 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 153.964399979 4.0939 -50.6924436224 3.5333 0.0 0.074292 0.051971 0.053088 44.4 5358609143629801856 153.96436131512 -50.69243600983 1830.562563476420110 1359.153860174549891 2715.762996395790196 1178.369691935090 1 1
1130 424.892 282.744 18.697 0.043 0.891 0.063 99.0 99.0 0.496 0.046 1.01 0.054 153.96083221072558 -50.80510679959919 0.8023 0.077199 0.049314 -0.059396 140.3 "Gaia DR2 5358594953057216384" 153.96048370074 0.1326 -50.80514083636 0.1324 1635721458409799680 5358594953057216384 1189182000 2015.5 0.1204 0.1679 0.7171 -10.263 0.283 1.428 0.28 0.0792 -0.3201 -0.2985 0.0712 0.2037 0.115 -0.185 0.3219 -0.0788 0.2416 239 0 237 2 1.0448 254.53 0.0 0.0 31 0 0.5726 1.5423 0.0326 0.057 27 15 0.27955 0 40 0 348 822.2 1.608 511.427 18.4009 0.0021 34 379.0 7.66 49.475 18.9048 0.0219 34 656.0 9.408 69.733 17.7196 0.0156 1.259 0 1.1852 0.504 0.6813 "" "" 0 "" "" "" NOT_AVAILABLE 279.4626324573 4.83753848369 185.40717711494 -55.22546835144 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 153.960553624 4.3846 -50.8051469852 4.3405 0.0 0.077420 0.049396 -0.059615 140.4 5358594953057216384 153.96048370074 -50.80514083636 3705.707593628259929 2514.928130981800223 5694.692450460250257 1175.300777434990 1 1
1118 1988.51 1358.36 18.7 0.037 0.764 0.058 99.0 99.0 0.521 0.041 0.985 0.055 153.75511193668387 -50.71780918512933 0.6442 0.085302 -0.080555 0.028058 289.2 "Gaia DR2 5358608250276494464" 153.75521997558 0.1422 -50.71764384348 0.168 1635721458409799680 5358608250276494464 1661880019 2015.5 0.7649 0.21 3.6431 -3.8 0.3 3.12 0.295 0.1168 0.0012 -0.3204 -0.0256 0.5504 0.1614 -0.3469 0.3254 -0.26 0.09 219 0 216 3 1.3865 240.06 0.273 0.42 31 0 0.5281 1.638 0.0355 0.17 25 13 0.27889 0 36 0 310 772.6 1.234 626.113 18.4685 0.0017 29 356.8 7.103 50.229 18.9704 0.0216 32 588.5 7.695 76.481 17.8375 0.0142 1.224 0 1.1329 0.5019 0.631 "" "" 0 "" "" "" NOT_AVAILABLE 279.30550430316 4.83691977144 185.13357637457 -55.238553199 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 153.755245815 4.6553 -50.7176572762 4.5728 0.0 0.085152 -0.080473 0.027839 289.1 5358608250276494464 153.75521997558 -50.71764384348 1345.722012217710017 992.086874139740985 2045.893141664100085 1176.857418938170 1 1
977 1705.89 350.424 18.703 0.049 1.223 0.072 99.0 99.0 0.747 0.051 1.431 0.06 153.79324178174647 -50.800702601806805 0.2784 0.078778 -0.056455 -0.054943 225.8 "Gaia DR2 5358607391282557568" 153.79312498412 0.1286 -50.80067954127 0.1218 1635721458409799680 5358607391282557568 503781865 2015.5 0.5002 0.1617 3.0941 -8.879 0.261 7.361 0.247 -0.0882 -0.392 -0.3606 0.0657 0.2074 0.121 -0.1338 0.3471 -0.0486 -0.0054 254 0 252 2 4.0042 346.28 0.521 2.1 31 0 0.5919 1.4556 0.0311 0.007 29 15 0.24405 0 41 0 351 985.2 1.432 687.753 18.2046 0.0016 39 363.2 6.744 53.866 18.9509 0.0202 36 880.9 9.178 95.979 17.3997 0.0113 1.263 0 1.5512 0.7463 0.8049 "" "" 0 "" "" "" NOT_AVAILABLE 279.37231204001 4.78180197492 185.25764310122 -55.28827509161 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 153.793185469 4.0521 -50.8007112357 3.8372 0.0 0.078872 -0.056374 -0.055161 225.6 5358607391282557568 153.79312498412 -50.80067954127 1953.301258483159927 1427.454364339869926 2961.154815321409842 1174.750028625190 1 1
1145 1611.83 1243.98 18.703 0.031 0.742 0.051 99.0 99.0 0.484 0.035 0.913 0.054 153.80442844319774 -50.7268802670648 0.3329 0.052917 -0.049405 0.018956 291.0 "Gaia DR2 5358608112841797504" 153.8044034207 0.1522 -50.72678916943 0.1593 1635721458409799680 5358608112841797504 1686842414 2015.5 0.1467 0.2042 0.7184 -5.199 0.319 3.151 0.291 -0.0283 -0.2469 -0.3914 0.0291 0.3386 0.1469 -0.2143 0.3942 -0.0993 0.0713 224 0 221 3 3.4947 296.26 0.515 1.5 31 0 0.4486 1.5801 0.0386 0.082 26 14 0.29918 0 39 0 333 743.0 1.454 511.164 18.5108 0.0021 35 362.6 9.772 37.1 18.953 0.0293 32 545.1 8.196 66.508 17.9207 0.0163 1.222 0 1.0322 0.4421 0.5901 "" "" 0 "" "" "" NOT_AVAILABLE 279.33649648343 4.8468939107 185.18620244803 -55.2262018382 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 153.804438781 4.9454 -50.7268027368 4.5111 0.0 0.052762 -0.049323 0.018737 290.8 5358608112841797504 153.80440342070 -50.72678916943 3368.857334984019872 2212.029936229469968 5359.040002832310165 1176.807983683850 1 1
1146 1255.51 1610.16 18.703 0.032 0.858 0.046 99.0 99.0 0.509 0.035 0.977 0.048 153.8504456333361 -50.69628530293727 0.1255 0.053502 -0.020302 0.0495 337.7 "Gaia DR2 5358609590306407936" 153.85039976837 0.1485 -50.69626605631 0.1596 1635721458409799680 5358609590306407936 1358262303 2015.5 0.0339 0.2276 0.1489 -5.29 0.335 1.055 0.278 0.1157 -0.0715 -0.1859 0.0097 0.4659 0.2538 -0.1071 0.5361 -0.0211 0.1161 201 0 200 1 2.2134 241.29 0.454 1.2 31 0 0.5113 1.6209 0.0386 0.075 23 13 0.31872 0 37 0 305 773.0 1.35 572.376 18.468 0.0019 33 355.1 9.985 35.568 18.9754 0.0305 34 608.1 7.573 80.296 17.802 0.0135 1.246 0 1.1734 0.5074 0.666 "" "" 0 "" "" "" NOT_AVAILABLE 279.34343340628 4.88851376636 185.19255877027 -55.18416815581 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 153.850435728 5.2 -50.6962706007 4.3144 0.0 0.053269 -0.020220 0.049282 337.7 5358609590306407936 153.85039976837 -50.69626605631 3661.412656764150142 2379.838477058920034 5766.588388078909702 1177.812723711220 1 1
1180 731.938 920.656 18.704 0.034 0.629 0.054 99.0 99.0 0.38 0.038 0.73 0.057 153.91973649936432 -50.75276084618489 0.4539 0.02449 0.023465 -0.007012 106.6 "Gaia DR2 5358608490794432384" 153.91953891983 0.1369 -50.75277723619 0.1359 1635721458409799680 5358608490794432384 602905370 2015.5 -0.2666 0.1676 -1.5901 -4.256 0.283 2.624 0.288 -0.1223 -0.3092 -0.3306 0.1865 0.2531 0.1998 -0.2592 0.2561 -0.1695 0.0268 240 0 240 0 0.6153 247.9 0.0 0.0 31 0 0.5375 1.6399 0.0354 0.014 27 15 0.26544 0 40 0 350 757.4 1.291 586.784 18.49 0.0019 32 392.0 6.889 56.911 18.8681 0.0191 33 532.6 8.853 60.158 17.946 0.018 1.221 0 0.9221 0.378 0.5441 "" "" 0 "" "" "" NOT_AVAILABLE 279.41163725405 4.86635391855 185.31431591797 -55.20086354734 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 153.919567881 4.386 -50.752788532 4.4723 0.0 0.024632 0.023547 -0.007231 107.1 5358608490794432384 153.91953891983 -50.75277723619 5524.999623755399625 3877.721983504679883 7915.934394562389571 1176.566249417440 1 1
1057 765.41 1720.03 18.705 0.032 1.103 0.059 99.0 99.0 0.633 0.035 1.201 0.043 153.91417378068348 -50.68676260364389 0.1188 0.062316 0.020067 0.058996 18.8 "Gaia DR2 5358609281068813056" 153.91412311271 0.1257 -50.68677026555 0.1199 1635721458409799680 5358609281068813056 805645712 2015.5 0.3572 0.1695 2.1078 -1.364 0.266 0.518 0.228 0.0287 -0.2396 -0.2942 0.0174 0.2909 0.13 -0.1394 0.4533 -0.0833 0.0655 231 0 229 2 0.3877 231.62 0.0 0.0 31 0 0.6571 1.519 0.0332 0.015 26 14 0.24866 0 38 0 336 857.8 1.432 599.061 18.3549 0.0018 34 341.4 6.44 53.009 19.0184 0.0205 36 711.3 7.841 90.709 17.6319 0.012 1.227 0 1.3865 0.6635 0.723 "" "" 0 "" "" "" NOT_AVAILABLE 279.37159492605 4.91905071861 185.23731709747 -55.15151509906 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 153.914132384 4.1273 -50.6867724967 3.5286 0.0 0.062135 0.020149 0.058778 18.9 5358609281068813056 153.91412311271 -50.68677026555 2522.757082338810051 1739.961650548390026 4044.508934032529851 1178.320727232430 1 1
1106 1779.22 1113.91 18.705 0.034 1.085 0.056 99.0 99.0 0.572 0.037 1.105 0.047 153.78272868726378 -50.73778712669609 0.4526 0.063614 -0.063101 0.008067 277.3 "Gaia DR2 5358607975398464640" 153.78274504349 0.1363 -50.7376618265 0.14 1635721458409799680 5358607975398464640 934777351 2015.5 0.1597 0.181 0.8823 -4.482 0.29 3.052 0.272 -0.0339 -0.2772 -0.3441 -0.0024 0.3051 0.0986 -0.2157 0.3666 -0.0338 -0.004 227 0 221 6 -0.7888 199.38 0.0 0.0 31 0 0.5567 1.6154 0.0353 0.027 26 14 0.26861 0 39 0 335 784.7 1.643 477.532 18.4516 0.0023 29 341.5 4.099 83.317 19.0179 0.013 35 643.2 6.515 98.728 17.741 0.011 1.255 0 1.2769 0.5663 0.7106 "" "" 0 "" "" "" NOT_AVAILABLE 279.33126736261 4.8301909026 185.17938659289 -55.24326157745 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 153.782775538 4.4938 -50.7376749663 4.2148 0.0 0.063506 -0.063019 0.007848 277.1 5358607975398464640 153.78274504349 -50.73766182650 3429.458447608009919 2301.917044508909839 5363.121746307920148 1176.427174202210 1 1
1142 1749.7 1712.44 18.705 0.026 0.792 0.047 99.0 99.0 0.511 0.032 0.939 0.051 153.78586512425363 -50.688305108704284 0.3208 0.083939 -0.061147 0.057504 313.2 "Gaia DR2 5358608357665037952" 153.78593332627 0.1678 -50.68822718945 0.1772 1635721458409799680 5358608357665037952 1526299676 2015.5 0.277 0.2332 1.1877 -5.352 0.342 3.109 0.349 0.0739 0.0314 -0.1835 -0.024 0.4865 0.1211 -0.3077 0.2761 -0.318 0.0958 184 0 182 2 3.9985 262.52 0.715 2.8 31 0 0.4483 1.6014 0.0443 0.085 21 12 0.3241 0 33 0 277 752.7 8.08 93.153 18.4968 0.0117 29 311.4 13.33 23.367 19.1182 0.0465 30 626.4 27.55 22.734 17.7698 0.0478 1.246 0 1.3484 0.6214 0.7271 "" "" 0 "" "" "" NOT_AVAILABLE 279.30500951702 4.87218275399 185.12792225074 -55.20343455451 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 153.785969702 5.309 -50.6882405761 5.4162 0.0 0.083729 -0.061065 0.057285 313.2 5358608357665037952 153.78593332627 -50.68822718945 2777.182825598089948 1768.785494965329917 4682.806202882879916 1177.769958934840 1 1
1129 1947.21 1064.84 18.707 0.037 0.666 0.057 99.0 99.0 0.502 0.041 0.943 0.06 153.7608410206507 -50.74200846161909 0.5800 0.077004 -0.076908 0.003853 272.9 "Gaia DR2 5358607807909195008" 153.76091735496 0.146 -50.7418547768 0.1517 1635721458409799680 5358607807909195008 1179501617 2015.5 0.1317 0.1907 0.6905 -4.474 0.306 2.206 0.304 -0.0086 -0.2901 -0.2956 -0.0179 0.2912 0.0454 -0.1439 0.2549 -0.0189 0.0108 236 0 234 2 3.4301 309.71 0.596 1.9 31 0 0.444 1.5863 0.0372 -0.01 27 14 0.27876 0 41 0 358 790.8 1.325 596.877 18.4432 0.0018 33 444.9 18.17 24.478 18.7307 0.0444 33 706.8 24.02 29.426 17.6388 0.0369 1.456 0 1.092 0.2875 0.8045 "" "" 0 "" "" "" NOT_AVAILABLE 279.32218143461 4.81894706293 185.16509314199 -55.25517855057 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 153.760947793 4.7489 -50.7418642768 4.7158 0.0 0.076912 -0.076826 0.003635 272.7 5358607807909195008 153.76091735496 -50.74185477680 3503.684336563409943 2327.909049082470119 5500.782214203140029 1176.226021180650 1 1
1174 315.8 53.817 18.713 0.037 0.805 0.059 99.0 99.0 0.398 0.042 0.98 0.057 153.97546327945295 -50.8238774374026 0.7920 0.097674 0.058541 -0.078187 143.2 "Gaia DR2 5358594849977905408" 153.97512186044 0.1515 -50.8239207956 0.1325 1635721458409799680 5358594849977905408 145948775 2015.5 -0.0458 0.1721 -0.2661 -4.981 0.331 5.052 0.286 0.0905 -0.2738 -0.3404 0.1404 0.1326 0.2028 -0.0139 0.2145 -0.1057 0.2902 219 0 219 0 -2.0151 174.38 0.0 0.0 31 0 0.556 1.5906 0.0349 0.079 25 14 0.31822 0 37 0 314 793.5 1.262 628.915 18.4394 0.0017 31 385.0 7.616 50.55 18.8878 0.0215 31 595.6 8.788 67.775 17.8246 0.016 1.236 0 1.0632 0.4483 0.6149 "" "" 0 "" "" "" NOT_AVAILABLE 279.48088640953 4.8271757495 185.44045372155 -55.23430554797 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 153.97515581 5.1336 -50.8239425466 4.4333 0.0 0.097898 0.058623 -0.078405 143.2 5358594849977905408 153.97512186044 -50.82392079560 4477.025700086380311 3056.675943861990163 6680.710864533350104 1174.842710043980 1 1
1136 669.618 511.464 18.714 0.047 0.887 0.083 99.0 99.0 0.491 0.051 1.074 0.07 153.92849718758256 -50.78646114635708 0.5830 0.049976 0.028953 -0.040735 144.6 "Gaia DR2 5358595227935226112" 153.92824737529 0.1337 -50.78649694145 0.1364 1635721458409799680 5358595227935226112 512250478 2015.5 0.2511 0.1774 1.4152 -4.324 0.281 1.542 0.272 0.0456 -0.3529 -0.2918 0.1408 0.1433 0.188 -0.0242 0.3865 -0.0885 0.1818 227 0 227 0 -0.5172 210.64 0.0 1.4e-15 31 0 0.5633 1.5831 0.0338 0.024 26 15 0.27082 0 37 0 322 822.2 1.359 604.887 18.4009 0.0018 36 372.8 10.53 35.406 18.9227 0.0307 34 623.1 6.585 94.633 17.7755 0.0115 1.211 0 1.1473 0.5218 0.6254 "" "" 0 "" "" "" NOT_AVAILABLE 279.43520747829 4.84153912173 185.35885323544 -55.22370371369 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 153.928276826 4.3645 -50.7865035802 4.2221 0.0 0.050202 0.029035 -0.040954 144.7 5358595227935226112 153.92824737529 -50.78649694145 3005.341049485809890 2025.262703641139979 4794.034309511600441 1175.682176850230 1 1
1153 1635.64 339.099 18.714 0.034 0.987 0.056 99.0 99.0 0.508 0.041 1.019 0.051 153.80244645951214 -50.801566415413085 0.2574 0.075376 -0.050633 -0.055837 222.2 "Gaia DR2 5358606639678318464" 153.80233556108 0.1479 -50.80158056571 0.1391 1635721458409799680 5358606639678318464 480845712 2015.5 0.1844 0.1845 0.9997 -6.252 0.298 1.969 0.281 -0.0848 -0.3719 -0.3648 0.069 0.2036 0.1234 -0.1685 0.369 -0.0668 0.0223 254 0 253 1 3.0961 322.74 0.594 2.0 31 0 0.4466 1.5563 0.0364 0.002 29 15 0.27784 0 40 0 346 803.8 1.377 583.859 18.4255 0.0019 37 347.4 6.973 49.821 18.9993 0.0218 35 618.3 8.147 75.892 17.7839 0.0143 1.201 0 1.2154 0.5739 0.6415 "" "" 0 "" "" "" NOT_AVAILABLE 279.37764952178 4.78433332609 185.26660023778 -55.28532888966 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 153.802378152 4.6163 -50.8015890446 4.3534 0.0 0.075483 -0.050551 -0.056055 222.0 5358606639678318464 153.80233556108 -50.80158056571 3294.067707994930061 2195.773154616089869 5219.751138944749982 1174.762245996800 1 1
1175 1925.03 1359.84 18.716 0.036 0.757 0.052 99.0 99.0 0.438 0.04 0.813 0.059 153.76339867375836 -50.717622136894114 0.5777 0.080433 -0.075314 0.028236 290.6 "Gaia DR2 5358608284636230400" 153.76349766784 0.1396 -50.71747440431 0.1457 1635721458409799680 5358608284636230400 1433152917 2015.5 -0.3763 0.1886 -1.9951 -4.025 0.293 1.912 0.268 -0.0315 -0.1801 -0.3442 0.0952 0.3786 0.2115 -0.2266 0.3943 -0.1363 -0.0098 227 0 226 1 0.2663 225.97 0.0 0.0 31 0 0.5202 1.5859 0.0376 0.131 26 14 0.27611 0 38 0 325 716.0 1.32 542.509 18.5511 0.002 32 341.9 7.197 47.505 19.0167 0.0229 33 496.0 7.132 69.553 18.0232 0.0156 1.17 0 0.9935 0.4655 0.528 "" "" 0 "" "" "" NOT_AVAILABLE 279.3097543561 4.84001202278 185.1405602875 -55.23514158022 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 153.76352504 4.5468 -50.7174826363 4.1516 0.0 0.080280 -0.075232 0.028018 290.4 5358608284636230400 153.76349766784 -50.71747440431 5520.566558049799823 3846.818946192699968 7940.179751215870056 1176.895179228630 1 1
