ID,x,y,Gmag,e_Gmag,BV,UB,BVerr,UBerr,MP,sel
2419,2272.35,1996.88,16.9549,0.0009,1.951,nan,0.099,nan,0.89,-1
2600,2376.27,2119.42,16.8457,0.0008,1.128,nan,0.038,nan,0.57,-1
2725,2051.74,2075.3,16.9635,0.0025,1.42,nan,0.044,nan,0.57,-1
2765,2008.8,2221.28,16.9257,0.0009,1.301,nan,0.044,nan,0.91,-1
2867,2177.55,2116.74,16.9623,0.0008,1.257,nan,0.041,nan,0.78,-1
3028,2145.15,2085.75,17.1094,0.0009,1.576,nan,0.083,nan,0.61,-1
3105,2062.05,1777.92,17.2252,0.0012,1.286,nan,0.042,nan,0.85,-1
3156,2276.35,1901.03,17.0512,0.0009,1.291,nan,0.042,nan,0.72,-1
3198,1835.05,1962.74,17.2846,0.0012,1.26,nan,0.043,nan,0.61,-1
3211,1923.63,2300.17,17.1543,0.0008,1.033,nan,0.045,nan,0.86,-1
3357,2345.62,1927.29,17.1982,0.001,1.128,nan,0.041,nan,0.97,-1
3449,1859.19,2052.39,17.2006,0.0008,1.155,nan,0.051,nan,0.68,-1
3490,1961.34,1811.49,17.2018,0.0008,1.207,nan,0.046,nan,0.76,-1
3573,1840.33,2080.03,17.2371,0.0009,1.265,nan,0.051,nan,0.94,-1
3585,2247.22,2162.22,17.6035,0.0016,1.548,nan,0.098,nan,0.66,-1
3589,1982.34,2111.93,17.5651,0.0081,1.28,nan,0.054,nan,0.0,-1
3597,2298.52,1928.96,17.2789,0.0009,1.131,nan,0.045,nan,0.96,-1
3725,2361.6,2053.88,17.2746,0.001,1.364,nan,0.05,nan,0.9,-1
3789,2037.76,1996.92,18.4772,0.0034,1.112,nan,0.061,nan,0.45,-1
3899,1949.3,2185.61,17.4095,0.0011,1.145,nan,0.049,nan,0.78,-1
3911,1966.73,2143.33,17.3772,0.0009,1.181,nan,0.056,nan,0.9,-1
4002,2146.35,2144.4,17.4431,0.001,0.999,nan,0.095,nan,0.89,-1
4010,2119.67,1904.87,17.3806,0.0009,1.306,nan,0.059,nan,0.69,-1
4047,2180.46,1913.3,17.5091,0.001,1.168,nan,0.07,nan,0.96,-1
4061,2110.88,2297.56,17.4048,0.001,1.4,nan,0.06,nan,0.8,-1
4203,2091.69,1850.44,17.4681,0.001,1.26,nan,0.066,nan,0.68,-1
4254,2036.49,1915.77,17.7773,0.0015,1.144,nan,0.063,nan,0.61,-1
4255,2207.36,2256.68,17.8656,0.0013,-0.393,nan,0.057,nan,0.89,-1
4271,2045.71,2107.49,17.5328,0.0014,1.332,nan,0.056,nan,0.95,-1
4279,2068.16,2061.52,17.4743,0.001,1.223,nan,0.059,nan,0.96,-1
4283,2012.89,1824.39,17.482,0.001,1.297,nan,0.06,nan,0.47,-1
4302,2141.59,1856.86,17.5223,0.001,1.271,nan,0.061,nan,0.85,-1
4311,2047.92,2121.88,17.5391,0.001,1.419,nan,0.072,nan,0.96,-1
4315,2082.3,2046.21,17.4901,0.0011,1.446,nan,0.077,nan,0.95,-1
4441,2163.26,2104.0,17.568,0.0011,1.095,nan,0.058,nan,0.79,-1
4457,2074.61,2015.33,17.6227,0.0012,1.396,nan,0.076,nan,0.96,-1
4536,2127.99,2095.92,17.7299,0.0013,1.043,nan,0.062,nan,0.91,-1
4619,2013.21,2052.2,17.6177,0.0011,1.294,nan,0.068,nan,0.95,-1
4625,1790.04,2002.14,17.579,0.0011,1.424,nan,0.085,nan,0.59,-1
4745,2145.89,1899.51,17.6253,0.0011,1.385,nan,0.072,nan,0.79,-1
4942,1878.81,2165.9,17.7746,0.0013,1.202,nan,0.078,nan,0.91,-1
4944,2103.43,2070.01,17.6821,0.0013,1.383,nan,0.071,nan,0.93,-1
4963,1997.25,2106.03,17.7093,0.0011,1.319,nan,0.068,nan,0.95,-1
4994,1864.93,2034.47,17.6944,0.0015,1.519,nan,0.086,nan,0.67,-1
5087,2034.34,2132.04,18.2301,0.0019,0.675,nan,0.073,nan,0.81,-1
5096,2027.95,1965.33,17.7381,0.0011,1.297,nan,0.069,nan,0.97,-1
5153,1965.71,1894.23,17.7792,0.0012,1.365,nan,0.084,nan,0.85,-1
5223,2239.47,1856.61,17.7601,0.0011,1.376,nan,0.079,nan,0.5,-1
5273,2187.31,2023.58,18.279,0.002,-0.496,nan,0.087,nan,0.84,-1
5347,2117.73,1973.78,17.8117,0.0011,1.348,nan,0.079,nan,0.95,-1
5404,2282.14,2120.43,17.8771,0.0012,1.075,nan,0.07,nan,0.95,-1
5509,2387.34,2081.14,17.9235,0.0013,1.126,nan,0.081,nan,0.97,-1
5650,2238.14,2307.74,18.0142,0.0013,1.109,nan,0.074,nan,0.58,-1
5802,2075.9,1968.68,17.9644,0.0012,1.221,nan,0.079,nan,0.93,-1
5883,2152.2,2043.0,18.0554,0.0015,1.126,nan,0.083,nan,0.93,-1
5931,1871.24,1940.37,18.0788,0.0014,1.157,nan,0.093,nan,0.96,-1
6006,2045.0,2082.02,18.0943,0.0015,1.267,nan,0.092,nan,0.95,-1
6041,2225.74,2108.02,18.1384,0.0015,1.126,nan,0.083,nan,0.73,-1
6080,2062.37,2271.37,18.0854,0.0013,1.327,nan,0.095,nan,0.72,-1
